id,account_status_active__c,accountid__c,billingcity,billingcountry,billingpostalcode,billingstate,billingstreet,createddate,customer_type__c,friday_gate_hours__c,gate_hours_count__c,gate_receiving_hours__c,industry,lastmodifieddate,name,non_medicated_yard__c,one_way_miles__c,ownerid,ownership,package_type__c,parentid,payment_term_discount__c,payment_term_discount_prepaid__c,phone,plant_auto_check_out_distance_threshold__c,plant_checkin_time_threshold__c,plant_checkin_time_threshold_too_late__c,plant_checkinout_distance_threshold__c,plant_geolocation__latitude__s,plant_geolocation__longitude__s,plant_loading_time__c,plant_staging_time__c,ports_point_of_entry__c,ports_points_of_entry_country__c,primary_cattle_milk_rm_tool__c,primary_feed_rm_tool__c,primary_rcm__c,primary_round_trip_time__c,primary_service_from_plant__c,rating,receives_multiple_products__c,receiving_hours_24x7__c,recordtypeid,region__c,rm_complete__c,roughage_added_through_box__c,satisfied_w_current_rm__c,saturday_gate_hours__c,scale_instructions__c,service_from_locations__c,shipping_zone__c,shippingcity,shippingcountry,shippingpostalcode,shippingstate,shippingstreet,sic,site,starter_ingredient_cost_bmb__c,starter_ingredient_units__c,starter_ration_storage__c,storage_capacity_st__c,sunday_gate_hours__c,systemmodstamp,thursday_gate_hours__c,tickersymbol,truck_access__c,truck_has_100_ft_turning_radius__c,tuesday_gate_hours__c,type,typical_length_of_rm_months__c,uses_risk_management__c,vox_carrier_id__c,vox_name__c,vox_owner_shipto_id__c,vox_parent_id__c,vox_site_id__c,website,wednesday_gate_hours__c,weights_required__c,who_responsible_for_rm__c,width_of_entrance_off_highway_county_roa__c,x1_measure_of_performance__c,yard_conditions__c
0010V00002Lxuo2QAB,TRUE,0010V00002Lxuo2QAB,Baileyville,USA,66404,KS,2253 E Road,9/20/2018 11:56,,0,0,,Dairy,10/25/2018 12:13,Deters Dairy Farm,FALSE,,0050V000006LkI4QAK,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvRUAA0,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Baileyville,USA,66404,KS,2253 E Road,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,11661,11661,,,0,FALSE,,,,
0010V00002LxuouQAB,TRUE,0010V00002LxuouQAB,Marysville,USA,66508,KS,1721 14th Road,9/20/2018 12:19,,0,0,,Dairy,10/25/2018 12:13,Fincham Dairy LLC,FALSE,,0050V000006LkI4QAK,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Marysville,USA,66508,KS,1721 14th Road,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,11624,11624,,,0,FALSE,,,,
0010V00002LxuozQAB,TRUE,0010V00002LxuozQAB,Seneca,USA,66538,KS,1326 M 4 Road,9/20/2018 12:24,,0,0,,Dairy,10/25/2018 12:13,Kelly Hills Dairy Inc.,FALSE,,0050V000006LkI4QAK,,,,,,(785) 548-5015,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Seneca,USA,66538,KS,1326 M 4 Road,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100498,100498,,,0,FALSE,,,,
0010V00002LxuqZQAR,TRUE,0010V00002LxuqZQAR,Goddard,USA,67052,KS,1601 N. 167th W,9/20/2018 12:27,,0,0,,Dairy,10/25/2018 12:13,"Lane, David",FALSE,,0050V000006LkI4QAK,,,,,,(316) 650-3835,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvRUAA0,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Goddard,USA,67052,KS,1601 N. 167th W,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100233,100233,,,0,FALSE,,,,
0010V00002LxuqtQAB,TRUE,0010V00002LxuqtQAB,Linn,USA,66953,KS,1510 10th Rd,9/20/2018 12:57,,0,0,,Dairy,10/25/2018 12:13,Linn Willow Creek Dairy LLC,FALSE,,0050V000006LkI4QAK,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvRUAA0,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Linn,USA,66953,KS,1510 10th Rd,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,11824,11824,,,0,FALSE,,,,
0010V00002Lxv9CQAR,TRUE,0010V00002Lxv9CQAR,Bern,USA,66408,KS,1732 208th Rd,9/20/2018 17:27,,0,0,,Dairy,10/25/2018 12:13,Timberview Farms,FALSE,,0050V000006LkI4QAK,,,,,,(785) 284-2611,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Bern,USA,66408,KS,1732 208th Rd,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100142,100142,,,0,FALSE,,,,
0010V00002Lxv9bQAB,TRUE,0010V00002Lxv9bQAB,Miller,USA,68858,NE,30955 Hwy 183,9/20/2018 17:30,,0,0,,Dairy,10/25/2018 12:13,Wood River Dairy,FALSE,,0050V000006LkI4QAK,,,,,,(308) 457-1106,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvRUAA0,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Miller,USA,68858,NE,30955 Hwy 183,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100250,100250,,,0,TRUE,,,,
0010V00002Lxv9vQAB,TRUE,0010V00002Lxv9vQAB,Lake Preston,USA,57249,SD,20418 439th Avenue,9/20/2018 17:38,,0,0,,Dairy,12/12/2018 17:44,"Dutch Dakota Dairy, LLC",FALSE,,0050V000006LjgyQAC,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Lake Preston,USA,57249,SD,20418 439th Avenue,,,,,,,0,12/12/2018 17:44,0,,,FALSE,0,Owner,,,,,12061,12061,,,0,FALSE,,,,
0010V00002LxvCBQAZ,TRUE,0010V00002LxvCBQAZ,Bruce,USA,57220,SD,19890 470th Avenue,9/20/2018 18:08,,0,0,,Dairy,12/12/2018 17:44,Hammink Dairy LLC,FALSE,,0050V000006LjgyQAC,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Bruce,USA,57220,SD,19890 470th Avenue,,,,,,,0,12/12/2018 17:44,0,,,FALSE,0,Owner,,,,,100390,100390,,,0,TRUE,,,,
0010V00002LxwVdQAJ,TRUE,0010V00002LxwVdQAJ,Emmet,USA,68734,NE,48663 876th Road,9/21/2018 15:42,,1,7,,Beef,12/19/2018 14:20,"E&K Feeders, Inc.",FALSE,179,0050V000006dIsnQAE,,,0010V00002Ly2Q1QAJ,2,,(402) 340-6412,3000,30,,500,,,0.25,0.5,,,,,0050V000006x79IQAQ,9.46,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,19,Emmet,USA,68734,NE,48663 876th Road,,,,,,,1,12/19/2018 14:20,1,,,FALSE,1,Ship-To,,,,,1.00526E+11,100526,100697,,1,FALSE,,,,
0010V00002Ly0ovQAB,TRUE,0010V00002Ly0ovQAB,Hospers,USA,51238,IA,4045 400th Street,9/24/2018 17:22,,0,0,,Dairy,12/12/2018 17:44,"Hickory Hill Farms, Inc.",FALSE,,0050V000006LjgyQAC,,,,,,(712) 752-8811,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Hospers,USA,51238,IA,4045 400th Street,,,,,,,0,12/12/2018 17:44,0,,,FALSE,0,Owner,,,,,100443,100443,,,0,FALSE,,,,
0010V00002Ly0qXQAR,TRUE,0010V00002Ly0qXQAR,Clear Lake,USA,57226,SD,18313 466 Avenue,9/24/2018 17:38,,0,0,,Dairy,10/25/2018 12:13,Sunrise Dairy LLC,FALSE,,0050V000006LjgyQAC,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Clear Lake,USA,57226,SD,18313 466 Avenue,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100172,100172,,,0,FALSE,,,,
0010V00002Ly0r1QAB,TRUE,0010V00002Ly0r1QAB,Sanborn,USA,51248,IA,501 W 4th Street,9/24/2018 17:41,,0,0,,Dairy,12/12/2018 17:44,Van Ess Dairy LLC,FALSE,,0050V000006LjgyQAC,,,,,,(712) 729-5039,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Sanborn,USA,51248,IA,2996 Sorrel Ave,,,,,,,0,12/12/2018 17:44,0,,,FALSE,0,Owner,,,,,100398,100398,,,0,TRUE,,,,
0010V00002Ly7OnQAJ,TRUE,0010V00002Ly7OnQAJ,Plainview,USA,68769,NE,86147 529 Ave,9/26/2018 20:40,,0,0,,Beef,10/25/2018 12:13,"Pudenz Farms, Inc.",FALSE,,005d0000000bw8AAAQ,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvRUAA0,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,Plainview,USA,68769,NE,86147 529 Ave,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,10439,10439,,,0,FALSE,,,,
0010V00002LyNTJQA3,TRUE,0010V00002LyNTJQA3,Tribune,USA,67879,KS,1187 Rd B,10/5/2018 12:24,,0,0,,Dairy,10/25/2018 12:13,J7 Dairy LLC - KS,FALSE,,005d0000000bw89AAA,,,,,,(620) 451-1238,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,Tribune,USA,67879,KS,1187 Rd B,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100516,100516,,,0,TRUE,,,,
0010V00002LyNTiQAN,TRUE,0010V00002LyNTiQAN,Liberal,USA,67905,KS,"c/o AgOasis Dairies
PO Box 1138",10/5/2018 12:55,,0,0,,Dairy,11/7/2018 18:34,"MasCow Dairy, LLC",FALSE,,005d0000000bw89AAA,,,0010V00002LyNfZQAV,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,11/7/2018 18:34,0,,,FALSE,0,Owner,,,,,100021,100021,,,0,TRUE,,,,
0010V00002LyRqzQAF,TRUE,0010V00002LyRqzQAF,Happy,USA,79042,TX,6101 FM 1075,10/8/2018 18:21,,0,0,,Beef,10/25/2018 12:13,Berry Cattle LLC,FALSE,,005d0000000bw81AAA,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003ZhV9AAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,Happy,USA,79042,TX,6101 FM 1075,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100434,100434,,,0,FALSE,,,,
0010V00002LyRsCQAV,TRUE,0010V00002LyRsCQAV,Laverne,USA,73848,OK,"Route 1, Box 278",10/8/2018 18:49,,0,0,,Beef,10/25/2018 12:13,"Cates, Monty",FALSE,,005d0000000bw81AAA,,,,,,(580) 527-1295,3000,30,,500,,,0.25,0.5,,,,,005d0000003ZhV9AAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,11808,11808,,,0,FALSE,,,,
0010V00002LyRuYQAV,TRUE,0010V00002LyRuYQAV,Muleshoe,USA,79347,TX,1287 FM 1731,10/8/2018 19:15,,0,0,,Beef,10/25/2018 12:13,"Coyote Lake Feedyard, Inc.",FALSE,,005d0000000bw81AAA,,,,,,(806) 946-3321,3000,30,,500,,,0.25,0.5,,,,,005d0000004ZwZpAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,Muleshoe,USA,79347,TX,1287 FM 1731,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,50017,50017,,,0,TRUE,,,,
0010V00002LydcUQAR,TRUE,0010V00002LydcUQAR,Amarillo,USA,79101,TX,"500 S Taylor, Suite 1050",10/15/2018 17:57,,0,0,,Beef,10/25/2018 12:13,"Dean Cluck Feedyard, Inc.",FALSE,,005d0000000bw81AAA,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000004ZwZpAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,50091,50091,,,0,TRUE,,,,
0010V00002Lydd8QAB,TRUE,0010V00002Lydd8QAB,Spearman,USA,79081,TX,13800 County Rd 19,10/15/2018 18:05,,0,0,,Beef,10/25/2018 12:13,Hansford County Feeders LP,TRUE,,005d0000000bw81AAA,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000004ZwZpAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,Spearman,USA,79081,TX,13800 County Rd 19,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,11396,11396,,,0,TRUE,,,,
0010V00002LydekQAB,TRUE,0010V00002LydekQAB,Vega,USA,79092,TX,PO Box 590,10/15/2018 18:21,,0,0,,Beef,10/25/2018 12:13,Kirkland Feedyard Inc.,FALSE,,005d0000000bw81AAA,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000004ZwZpAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,50025,50025,,,0,TRUE,,,,
0010V00002LydggQAB,TRUE,0010V00002LydggQAB,Hereford,USA,79045,TX,3757 County Road MM,10/15/2018 18:37,,0,0,,Beef,10/25/2018 12:13,"Seedstock Investments, Inc.",FALSE,,005d0000000bw81AAA,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003ZhV9AAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,11979,11979,,,0,FALSE,,,,
0010V00002LydhFQAR,TRUE,0010V00002LydhFQAR,Hereford,USA,79045,TX,324 FM 1055,10/15/2018 18:43,,0,0,,Beef,10/25/2018 12:13,"Sparkman Cattle Feeders, Inc.",FALSE,,005d0000000bw81AAA,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003ZhV9AAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,Hereford,USA,79045,TX,324 FM 1055,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,50079,50079,,,0,FALSE,,,,
0010V00002LydheQAB,TRUE,0010V00002LydheQAB,Spearman,USA,79081,TX,PO Box 339,10/15/2018 18:45,,0,0,,Beef,10/25/2018 12:13,Spearman Feeders LTD,FALSE,,005d0000000bw81AAA,,,,,,(806) 659-2577,3000,30,,500,,,0.25,0.5,,,,,005d0000004ZwZpAAK,,,,TRUE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100454,100454,,,0,TRUE,,,,
0010V00002LyoUMQAZ,TRUE,0010V00002LyoUMQAZ,Lubbock,USA,79464,TX,P.O. Box 65414,10/17/2018 12:16,,0,0,,Dairy,10/25/2018 12:13,Texico Jerseys LLC,FALSE,,0050V000006pttIQAQ,,,,,,(806) 778-2697,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 12:13,0,,,FALSE,0,Owner,,,,,100453,100453,,,0,TRUE,,,,
0010V00002LyoVPQAZ,TRUE,0010V00002LyoVPQAZ,Portales,USA,88130,NM,389 S Roosevelt Rd X,10/17/2018 12:54,,0,0,,Dairy,10/25/2018 17:52,Brouwer Dairy,FALSE,,005d0000004pnQ7AAI,,,,,,(575) 219-5821,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 17:52,0,,,FALSE,0,Owner,,,,,100507,100507,,,0,TRUE,,,,
0010V00002LyoVZQAZ,TRUE,0010V00002LyoVZQAZ,Dalhart,USA,79022,TX,"P.O.Box 2013
1550 FM 1727",10/17/2018 12:58,,0,0,,Dairy,11/15/2018 15:28,"Dalhart Jersey Ranch, Inc.",FALSE,,0050V000006pttIQAQ,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,11/15/2018 15:28,0,,,FALSE,0,Owner,,,,,12057,12057,,,0,TRUE,,,,
0010V00002LyojCQAR,TRUE,0010V00002LyojCQAR,Portales,USA,88130,NM,708 E 2nd Street,10/17/2018 16:18,,0,0,,Dairy,10/25/2018 17:21,Grande Vida LLC,FALSE,,005d0000004pnQ7AAI,,,,,,(575) 760-7321,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 17:21,0,,,FALSE,0,Owner,,,,,100514,100514,,,0,TRUE,,,,
0010V00002LyojgQAB,TRUE,0010V00002LyojgQAB,Portales,USA,88130,NM,2325 S Roosevelt Rd 2,10/17/2018 16:23,,0,0,,Dairy,10/25/2018 17:29,Mathews Dairy LLC,FALSE,,005d0000004pnQ7AAI,,,,,,(417) 718-2470,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 17:29,0,,,FALSE,0,Owner,,,,,100499,100499,,,0,TRUE,,,,
0010V00002LyokPQAR,TRUE,0010V00002LyokPQAR,Dalhart,USA,79022,TX,801 FM 694,10/17/2018 16:30,,0,0,,Dairy,10/25/2018 17:34,Morning Star Dairy LLC,FALSE,,005d0000004pnQ7AAI,,,,,,(806) 377-6325,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,Dalhart,USA,79022,TX,801 FM 694,,,,,,,0,10/25/2018 17:34,0,,,FALSE,0,Owner,,,,,100352,100352,,,0,TRUE,,,,
0010V00002LyokoQAB,TRUE,0010V00002LyokoQAB,Portales,USA,88130,NM,317 East 16th St,10/17/2018 16:37,,0,0,,Dairy,10/25/2018 17:19,Southern Sky Dairy,FALSE,,005d0000004pnQ7AAI,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003FCyNAAW,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 17:19,0,,,FALSE,0,Owner,,,,,100509,100509,,,0,FALSE,,,,
0010V00002Lyot2QAB,TRUE,0010V00002Lyot2QAB,Hereford,USA,79045,TX,PO Box 310,10/17/2018 17:34,,0,0,,Beef,10/26/2018 15:01,"Mc6 Cattle Feeders, Inc.",TRUE,,005d0000002XDf7AAG,,,,,,(806) 414-1844,3000,30,,500,,,0.25,0.5,,,,,005d0000004ZwZpAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/26/2018 15:01,0,,,FALSE,0,Owner,,,,,50012,50012,,,0,TRUE,,,,
0010V00002Lyp4eQAB,TRUE,0010V00002Lyp4eQAB,Friona,USA,79035,TX,1009 FM 1058,10/17/2018 18:26,,0,0,,Beef,10/29/2018 17:41,"Brown Cattle Feeders, Inc.",FALSE,,005d0000002XDf7AAG,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003ZhV9AAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,Friona,USA,79035,TX,1009 FM 1058,,,,,,,0,10/29/2018 17:41,0,,,FALSE,0,Owner,,,,,11682,11682,,,0,FALSE,,,,
0010V00002LyqnDQAR,TRUE,0010V00002LyqnDQAR,Wildorado,USA,79098,TX,PO Box 145,10/18/2018 16:24,,0,0,,Beef,10/29/2018 17:35,Quality Beef Producers LLP,FALSE,,005d0000002XDf7AAG,,,,,,(806) 426-3362,3000,30,,500,,,0.25,0.5,,,,,005d0000004ZwZpAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/29/2018 17:35,0,,,FALSE,0,Owner,,,,,100170,100170,,,0,TRUE,,,,
0010V00002LyqnrQAB,TRUE,0010V00002LyqnrQAB,Dimmitt,USA,79027,TX,PO Box 547,10/18/2018 16:32,,0,0,,Beef,10/29/2018 17:29,"Rogers & Sons, Ltd.",FALSE,,005d0000002XDf7AAG,,,,,,(806) 647-3448,3000,30,,500,,,0.25,0.5,,,,,005d0000003ZhV9AAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,10/29/2018 17:29,0,,,FALSE,0,Owner,,,,,100473,100473,,,0,TRUE,,,,
0010V00002NH5kKQAT,TRUE,0010V00002NH5kKQAT,Wayne,USA,68787,NE,811 Brooke Drive,10/24/2018 12:17,,0,0,,Dairy,10/25/2018 18:11,MPM Farms,FALSE,,0050V000006LjgyQAC,,,,,,(402) 375-2285,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvRUAA0,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,,,,,,,,,,,,0,10/25/2018 18:11,0,,,FALSE,0,Owner,,,,,11300,11300,,,0,TRUE,,,,
0010V00002NHX7aQAH,TRUE,0010V00002NHX7aQAH,Lubbock,USA,79409,TX,Box 42141,11/8/2018 14:16,,0,0,,Beef,11/8/2018 14:16,Texas Tech University(Owner),TRUE,,005d0000000bw8CAAQ,,,,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003ZhV9AAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,11/8/2018 14:16,0,,,FALSE,0,Research/University,,,,,11301,11301,,,0,FALSE,,,,
0010V00002NHX8iQAH,TRUE,0010V00002NHX8iQAH,Lincoln,USA,68583,NE,"UNL East Campus
C220 Animal Sciences",11/8/2018 14:34,,0,0,,Beef,11/8/2018 16:09,"UNL - Beef Feedlot, ARDC(Inv#1)",FALSE,,005d0000000cCInAAM,,,001d000000GxX4yAAF,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvRUAA0,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,,,,,,,,,,,,0,11/8/2018 16:09,0,,,FALSE,0,Research/University,,,,,10575,10575,,,0,FALSE,,,,
0010V00002NHXCBQA5,TRUE,0010V00002NHXCBQA5,Canyon,USA,79015,TX,2950 East Nance Rd,11/8/2018 15:24,,0,0,,Beef,11/8/2018 15:24,West Texas A&M University(Owner),TRUE,,005d0000000bw8CAAQ,,,,,,(806) 651-4250,3000,30,,500,,,0.25,0.5,,,,,005d0000004ZwZpAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,0,,,0,,,,,,,,,,,,,,,0,11/8/2018 15:24,0,,,FALSE,0,Research/University,,,,,100361,100361,,,0,FALSE,,,,
0010V00002NHXDEQA5,TRUE,0010V00002NHXDEQA5,Manhattan,USA,66502-1813,KS,3115 College Ave,11/8/2018 15:34,,0,0,,Beef,12/12/2018 17:44,Kansas State Univeristy(Owner),FALSE,,005d0000000cCInAAM,,,,,,(785) 539-4971,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,,,,,,,,,,,,0,12/12/2018 17:44,0,,,FALSE,0,Research/University,,,,,,,,,0,FALSE,,,,
0010V00002NHXDTQA5,TRUE,0010V00002NHXDTQA5,Manhattan,USA,66502,KS,3115 College Avenue,11/8/2018 15:37,,0,0,,Beef,12/12/2018 17:44,Kansas State University-College Ave(Inv#1),TRUE,,005d0000000cCInAAM,,,0010V00002NHXDEQA5,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,,,,,,,,,,,,0,12/12/2018 17:44,0,,,FALSE,0,Research/University,,,,,,,,,0,FALSE,,,,
0010V00002NHXDdQAP,TRUE,0010V00002NHXDdQAP,Manhatten,USA,66506,KS,Dept of Animal Sciences & Tech             229 Weber Hall,11/8/2018 15:38,,0,0,,Beef,12/12/2018 17:44,Kansas State Univ-Beef Stocker(Inv#4),TRUE,,005d0000000cCInAAM,,,0010V00002NHXDEQA5,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,,,,,,,,,,,,0,12/12/2018 17:44,0,,,FALSE,0,Research/University,,,,,,,,,0,FALSE,,,,
0010V00002NHXDxQAP,TRUE,0010V00002NHXDxQAP,Manhattan,USA,66502,KS,"Dept of Animal Sciences & Tech             
135 Call Hall",11/8/2018 15:41,,0,0,,Dairy,12/12/2018 17:44,Kansas State Univ-Dairy Unit(Inv#3),TRUE,,005d0000000cCInAAM,,,0010V00002NHXDEQA5,,,,3000,30,,500,,,0.25,0.5,,,,,005d0000003DvSrAAK,,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,0,,,,,,,,,,,,,,,0,12/12/2018 17:44,0,,,FALSE,0,Research/University,,,,,,,,,0,FALSE,,,,
001d000000GxWmoAAF,TRUE,001d000000GxWmoAAF,Morse,USA,79062,TX,PO Box 58,7/5/2012 23:15,,1,7,,Beef,12/19/2018 14:09,C & B Feeders Inc.,FALSE,61,005d0000000bw81AAA,,,0010V00002LyRs7QAF,2,,,,,,,,,,,,,Futures,Futures,005d0000003ZhV9AAK,3.72,,,FALSE,FALSE,012d0000000OFTVAA4,Texas,9,Yes,Yes,1,,,8,Morse,USA,79062,TX,11890 County Rd 7,,,,,N/A,,1,12/19/2018 14:09,1,,,FALSE,1,Ship-To,,Yes,,,1182712105,11827,12105,,1,FALSE,Internal,,,
001d000000GxWohAAF,TRUE,001d000000GxWohAAF,Scribner,USA,68057,NE,515 Lone Tree Rd,7/5/2012 23:15,,1,7,,Beef,12/19/2018 15:28,Muller Farms Inc.,FALSE,40,0050V000006dIsnQAE,,,0010V00002LxEkDQAV,2,,(402) 720-6664,,,,,,,,,,,,,0050V000006x79IQAQ,3.28,,,FALSE,FALSE,012d0000000OFTVAA4,Midwest,0,,,1,,,6,Scribner,USA,68057,NE,1529 County Rd E,,,,,,,1,12/19/2018 15:28,1,,,FALSE,1,Ship-To,,,,,1026210262,10262,10262,,1,FALSE,,,,
